cgmlst_ST	cgmlst_distance	cgmlst_genome_match	cgmlst_matching_alleles	cgmlst_subspecies	fasta_filepath	genome	h1	h2	mash_distance	mash_genome	mash_match	mash_serovar	mash_subspecies	o_antigen	qc_messages	qc_status	serogroup	serovar	serovar_antigen	serovar_cgmlst
365477147.0	0.012121212121212088	SAL_DA6782AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6653_irida-submission-5140.fasta	6653_irida-submission-5140	i	1,2	0.00014350299999999998	SRR1164565	994	Typhimurium	enterica	1,4,[5],12		PASS	B	Typhimurium	Typhimurium	Typhimurium
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6654_irida-submission-5142.fasta	6654_irida-submission-5142	g,m	-	0.0	49746	1000	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6655_irida-submission-5144.fasta	6655_irida-submission-5144	g,m	-	0.0	50363	1000	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6656_irida-submission-5146.fasta	6656_irida-submission-5146	g,m	-	4.769060000000001e-05	73137	998	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
	0.012121212121212088	SAL_HA9619AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6657_irida-submission-5148.fasta	6657_irida-submission-5148	g,m	-	0.0	49746	1000	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6658_irida-submission-5150.fasta	6658_irida-submission-5150	g,m	-	0.0	49746	1000	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
	0.012121212121212088	SAL_BA2089AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6659_irida-submission-5152.fasta	6659_irida-submission-5152	g,m	-	2.3827399999999998e-05	72302	999	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6660_irida-submission-5154.fasta	6660_irida-submission-5154	g,m	-	0.0	49746	1000	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6661_irida-submission-5156.fasta	6661_irida-submission-5156	g,m	-	0.0	49746	1000	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
	0.012121212121212088	SAL_BA2089AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6662_irida-submission-5158.fasta	6662_irida-submission-5158	g,m	-	2.3827399999999998e-05	72302	999	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6663_irida-submission-5160.fasta	6663_irida-submission-5160	g,m	-	7.15897e-05	39480	997	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
	0.012121212121212088	SAL_BA2089AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6664_irida-submission-5162.fasta	6664_irida-submission-5162	g,m	-	9.55247e-05	98245	996	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
	1.0		0		/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6665_irida-submission-5164.fasta	6665_irida-submission-5164	-	-	0.243761	SRR1021815	3	Hadar		-	FAIL: Large number of cgMLST330 loci missing (n=330 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Input genome size (16572 bp) not within expected range of 4000000-6000000 (bp) for Salmonella | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0	FAIL	-	-:-:-	-:-:-	
	1.0		0		/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6666_irida-submission-5166.fasta	6666_irida-submission-5166	-	-	0.243761	SRR1021815	3	Hadar		-	FAIL: Large number of cgMLST330 loci missing (n=330 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Input genome size (20517 bp) not within expected range of 4000000-6000000 (bp) for Salmonella | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0	FAIL	-	-:-:-	-:-:-	
	1.0		0		/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6667_irida-submission-5168.fasta	6667_irida-submission-5168	-	-	0.243761	SRR1021815	3	Hadar		-	FAIL: Large number of cgMLST330 loci missing (n=330 > 30) | FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | WARNING: H1 antigen gene (fliC) missing. Cannot determine H1 antigen. Cannot accurately predict serovar from antigen genes. | WARNING: Input genome size (20517 bp) not within expected range of 4000000-6000000 (bp) for Salmonella | WARNING: Only matched 0 cgMLST330 loci. Min threshold for confident serovar prediction from cgMLST is 297.0	FAIL	-	-:-:-	-:-:-	
1546612575.0	0.009090909090909038	SAL_HA9619AA	327	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6668_irida-submission-5170.fasta	6668_irida-submission-5170	g,m	-	7.15897e-05	39480	997	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
	0.012121212121212088	SAL_HA9619AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6669_irida-submission-5172.fasta	6669_irida-submission-5172	g,m	-	7.15897e-05	39480	997	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
	0.012121212121212088	SAL_HA9619AA	326	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6670_irida-submission-5174.fasta	6670_irida-submission-5174	g,m	-	7.15897e-05	39480	997	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
	0.015151515151515138	SAL_GA6388AA	325	enterica	/home/fin/Documents/postdoc/salmonella/full_analysis/genomes/6671_irida-submission-5176.fasta	6671_irida-submission-5176	g,m	-	9.55247e-05	98245	996	Enteritidis	enterica	1,9,12		PASS	D1	Enteritidis	Blegdam|Dublin|Enteritidis|Gueuletapee|Hillingdon|Kiel|Moscow|Naestved|Nitra|Rostock	Enteritidis
